Name,Region,Longitude,Latitude,Water depth (m),Annual mean SST (°C)a,Annual mean temperature 0-200 m (°C)a,fGDGT-0,fGDGT-1,fGDGT-2,fGDGT-3,fcren,fcren',fOH-GDGT-0,fOH-GDGT-1,fOH-GDGT-2,GDGT-0,GDGT-1,GDGT-2,GDGT-3,cren,cren',OH-GDGT-0,OH-GDGT-1,OH-GDGT-2,BITd,TEX86,RI-OH,RI-OH',OHC,%OH,TEX86OH,Lab,Methodse,MS infof,Reference paper,Reference paper for non-hydroxylated isoGDGTs
MT34bis,Rhone delta,3.33,42.69,91,16.7,13.8,0.42,0.06,0.02,0.01,0.48,0.01,0.44,0.36,0.2,743473,99594,42572,17096,853334,15425,24478,20205,11481,0.05,0.43,1.36,0.77,0.22,3.07,0.38,NIOZ,2,1,This study,"Kim et al., 2010"
MT37bis,Rhone delta,3.21,42.58,81,16.7,13.8,0.42,0.05,0.02,0.01,0.5,0.01,0.44,0.36,0.2,32802606,3628938,1322771,606788,39014614,419957,910609,738127,416640,0.06,0.39,1.36,0.76,0.18,2.59,0.34,NIOZ,2,1,This study,"Kim et al., 2010"
MT353,Rhone delta,3.15,42.71,51,16.6,13.8,0.48,0.04,0.02,0.01,0.45,0,0.5,0.34,0.17,584881,54656,18519,9637,552758,6053,17925,12193,6016,0.11,0.38,1.33,0.67,0.13,2.86,0.32,NIOZ,2,1,This study,"Kim et al., 2010"
MT10,Rhone delta,4.42,43.35,28,16.7,13.8,0.45,0.04,0.02,0.01,0.48,0,0.47,0.32,0.21,187728,18517,7082,3434,201062,0,7588,5184,3353,0.34,0.36,1.39,0.74,0.06,3.72,0.29,NIOZ,2,1,This study,"Kim et al., 2010"
MT11,Rhone delta,4.33,43.16,86,16.7,13.8,0.43,0.06,0.02,0.01,0.48,0.01,,,,174826,23216,9179,3666,194233,3054,,,,0.02,0.41,,,,,0.41,NIOZ,2,1,This study,"Kim et al., 2010"
MT14,Rhone delta,4.2,43.38,43,16.6,13.8,0.44,0.04,0.02,0.01,0.48,0.01,0.46,0.35,0.19,339236,34072,12568,5556,372161,4076,13239,10225,5550,0.16,0.39,1.35,0.73,0.11,3.64,0.32,NIOZ,2,1,This study,"Kim et al., 2010"
MT16,Rhone delta,4.09,43.22,92,16.6,13.8,0.38,0.05,0.02,0.01,0.52,0.01,0.43,0.34,0.24,260580,36188,15422,5913,357057,5896,12351,9815,6840,0.08,0.43,1.41,0.81,0.16,4.09,0.36,NIOZ,2,1,This study,"Kim et al., 2010"
MT17,Rhone delta,4.21,43.03,93,16.7,13.8,0.4,0.05,0.02,0.01,0.51,0.01,0.43,0.34,0.23,3746568,504230,206876,85887,4865448,71288,119679,94076,64939,0.06,0.42,1.41,0.8,0.21,2.86,0.37,NIOZ,2,1,This study,"Kim et al., 2010"
MT20,Rhone delta,3.41,43.27,29,16.5,13.8,0.47,0.04,0.02,0.01,0.46,0,0.48,0.34,0.18,1304718,120436,42589,21532,1282621,12625,39831,28082,14807,0.19,0.39,1.35,0.7,0.13,2.89,0.32,NIOZ,2,1,This study,"Kim et al., 2010"
MT24,Rhone delta,3.67,43.17,81,16.6,13.8,0.42,0.05,0.02,0.01,0.5,0.01,0.44,0.35,0.21,10022561,1221371,464211,198263,11918839,145897,313987,244881,146759,0.05,0.4,1.37,0.76,0.18,2.86,0.34,NIOZ,2,1,This study,"Kim et al., 2010"
MT25,Rhone delta,3.85,43.05,100,16.6,13.8,0.54,0.06,0.02,0.01,0.37,0.01,0.47,0.34,0.2,26771678,2838598,1097202,483533,18427335,338730,837744,599894,352433,0.12,0.4,1.37,0.73,0.17,3.46,0.34,NIOZ,2,1,This study,"Kim et al., 2010"
MT29bis,Rhone delta,3.45,42.91,93,16.6,13.8,0.44,0.06,0.03,0.01,0.46,0.01,0.45,0.35,0.21,214209,28781,12362,4445,225065,3824,6596,5109,3097,0.02,0.42,1.38,0.76,0.22,2.94,0.37,NIOZ,2,1,This study,"Kim et al., 2010"
MT31,Rhone delta,3.73,42.82,124,16.7,13.8,0.4,0.06,0.03,0.01,0.5,0.01,0.43,0.34,0.23,4154168,610076,268810,97364,5257807,95500,110314,87382,59822,0.03,0.43,1.41,0.8,0.26,2.4,0.39,NIOZ,2,1,This study,"Kim et al., 2010"
MT33,Rhone delta,3.15,43.03,33,16.5,13.8,0.45,0.04,0.01,0.01,0.48,0,0.45,0.36,0.19,2232384,209241,72043,36373,2423108,24407,86514,70634,36931,0.16,0.39,1.34,0.74,0.09,3.74,0.31,NIOZ,2,1,This study,"Kim et al., 2010"
T1,Rhone delta,3.07,42.72,26,16.6,13.8,0.47,0.04,0.02,0.01,0.45,0.01,0.44,0.34,0.21,301457,27928,10800,4755,287441,4291,7964,6193,3835,0.27,0.42,1.38,0.77,0.18,2.75,0.36,NIOZ,2,1,This study,"Kim et al., 2010"
T3,Rhone delta,3.09,42.7,34,16.6,13.8,0.47,0.04,0.01,0.01,0.46,0,0.49,0.33,0.19,205350,18555,6394,3491,202868,0,8174,5476,3147,0.23,0.35,1.36,0.7,0.04,3.7,0.27,NIOZ,2,1,This study,"Kim et al., 2010"
T4,Rhone delta,3.13,42.69,48,16.6,13.8,0.49,0.04,0.01,0.01,0.45,0,0.5,0.34,0.16,799931,65894,20374,11679,742311,7632,24665,16660,8158,0.14,0.38,1.33,0.67,0.1,2.92,0.3,NIOZ,2,1,This study,"Kim et al., 2010"
T5,Rhone delta,3.18,42.69,59,16.6,13.8,0.45,0.04,0.01,0.01,0.48,0.01,0.46,0.36,0.18,1121861,102808,36031,19940,1197763,13125,47957,37056,19285,0.24,0.4,1.34,0.73,0.08,4.02,0.31,NIOZ,2,1,This study,"Kim et al., 2010"
T6,Rhone delta,3.13,42.66,48,16.7,13.8,0.49,0.04,0.01,0.01,0.44,0,0.5,0.34,0.16,1763214,156397,52124,27759,1605369,16364,52200,35909,16851,0.1,0.38,1.32,0.66,0.12,2.82,0.32,NIOZ,2,1,This study,"Kim et al., 2010"
BT-A,Rhone delta,5.02,42.47,1987,16.8,13.8,0.32,0.07,0.06,0.01,0.52,0.03,0.49,0.32,0.2,3375776,685878,651481,85279,5430367,311813,66331,43365,26773,0.01,0.6,1.38,0.71,0.53,1.28,0.58,NIOZ,2,1,This study,"Kim et al., 2010"
BT-B,Rhone delta,4.93,42.66,1488,16.8,13.8,0.31,0.06,0.06,0.01,0.52,0.03,0.47,0.31,0.22,1348589,280784,270905,39892,2262291,134316,29694,19750,13722,0.03,0.61,1.41,0.75,0.53,1.44,0.59,NIOZ,2,1,This study,"Kim et al., 2010"
BT-C,Rhone delta,4.78,42.72,980,16.9,13.8,0.33,0.06,0.06,0.01,0.52,0.03,0.46,0.32,0.21,2830515,542489,475115,69164,4457270,218534,55251,38698,25458,0.02,0.58,1.4,0.75,0.5,1.37,0.56,NIOZ,2,1,This study,"Kim et al., 2010"
BT-D,Rhone delta,4.74,42.79,745,16.9,13.8,0.34,0.07,0.05,0.01,0.51,0.02,0.48,0.32,0.21,2254046,429322,339083,54043,3368501,158961,45997,30713,19789,0.02,0.56,1.39,0.73,0.47,1.44,0.54,NIOZ,2,1,This study,"Kim et al., 2010"
BT-E,Rhone delta,4.72,42.82,552,16.9,13.8,0.35,0.06,0.04,0.01,0.52,0.02,0.47,0.32,0.21,4913648,868030,619353,128943,7287414,299619,109438,74235,49101,0.02,0.55,1.4,0.74,0.44,1.62,0.52,NIOZ,2,1,This study,"Kim et al., 2010"
BT-F,Rhone delta,4.73,42.88,343,16.9,13.8,0.37,0.06,0.03,0.01,0.52,0.01,0.45,0.33,0.22,8440117,1323413,754355,201399,11806510,337782,184732,132970,88891,0.02,0.49,1.4,0.76,0.37,1.75,0.46,NIOZ,2,1,This study,"Kim et al., 2010"
BT-G,Rhone delta,4.71,42.9,148,16.9,13.8,0.39,0.06,0.03,0.01,0.49,0.01,0.42,0.35,0.23,579433,93721,44058,15463,718383,17346,17346,14760,9503,0.03,0.45,1.39,0.81,0.28,2.76,0.41,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar A',Rhone delta,4.85,43.32,8,16.9,13.8,0.6,0.04,0.02,0.01,0.33,0,0.51,0.28,0.21,2049511,124810,58882,24776,1116096,15761,37430,20611,15500,0.74,0.44,1.43,0.7,0.21,2.12,0.38,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar B,Rhone delta,4.84,43.3,57,16.9,13.8,0.56,0.04,0.02,0.01,0.36,0.01,0.47,0.32,0.22,938275,73443,34401,15082,604124,12679,20411,13807,9383,0.6,0.46,1.4,0.75,0.23,2.53,0.4,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar C,Rhone delta,4.78,43.27,76,16.9,13.8,0.45,0.05,0.02,0.01,0.46,0.01,,,,174752,18163,8134,3583,179866,3043,,,,0.27,0.45,,,,,0.45,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar D,Rhone delta,4.73,43.25,73,16.9,13.8,0.45,0.04,0.02,0.01,0.47,0.01,0.46,0.36,0.19,725226,69214,26775,11736,760490,10113,23184,18149,9430,0.17,0.41,1.34,0.73,0.15,3.07,0.34,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar E,Rhone delta,4.7,43.22,75,16.8,13.8,0.44,0.05,0.02,0.01,0.48,0.01,0.45,0.34,0.2,591299,62504,24820,10826,644437,9986,19053,14331,8555,0.13,0.42,1.37,0.75,0.18,3.03,0.36,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar F,Rhone delta,4.65,43.17,78,16.8,13.8,0.43,0.05,0.02,0.01,0.49,0.01,,,,180415,19819,8363,3089,206121,3033,,,,0.1,0.42,,,,,0.42,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar G,Rhone delta,4.79,43.31,48,16.9,13.8,0.51,0.04,0.02,0.01,0.42,0.01,0.45,0.33,0.22,683111,58818,24282,11903,561791,7342,16300,12161,7991,0.43,0.43,1.4,0.77,0.2,2.63,0.37,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar H,Rhone delta,4.82,43.27,86,17,13.8,0.43,0.04,0.02,0.01,0.49,0.01,0.45,0.34,0.21,3911518,377444,159786,72853,4432503,57208,131961,99887,62023,0.24,0.43,1.38,0.76,0.16,3.16,0.36,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar I,Rhone delta,4.88,43.27,89,17.1,13.8,0.44,0.04,0.02,0.01,0.49,0.01,0.45,0.34,0.21,12234172,1250227,489686,225277,13743824,175535,341997,256732,154637,0.15,0.42,1.38,0.75,0.19,2.61,0.36,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar J,Rhone delta,4.89,43.27,86,17.1,13.8,0.42,0.05,0.02,0.01,0.49,0.01,,,,181077,22259,8251,3207,211783,3201,,,,0.12,0.4,,,,,0.4,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar K',Rhone delta,4.86,43.3,62,16.9,13.8,0.52,0.04,0.02,0.01,0.4,0.01,0.45,0.33,0.22,6115006,502064,241339,107564,4683483,77885,145008,105723,71918,0.54,0.46,1.4,0.77,0.23,2.68,0.4,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar M,Rhone delta,4.73,43.17,91,16.9,13.8,0.41,0.06,0.02,0.01,0.49,0.01,0.46,0.33,0.22,1585106,218647,90924,39013,1880614,30502,56489,40447,27129,0.06,0.42,1.4,0.76,0.21,3.13,0.37,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar N,Rhone delta,4.8,43.3,65,16.9,13.8,0.48,0.04,0.02,0.01,0.44,0.01,0.46,0.33,0.21,2349642,211834,90476,42772,2161409,28654,59909,43589,27038,,0.43,1.38,0.75,0.2,2.6,0.37,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar O,Rhone delta,4.84,43.28,79,17,13.8,0.47,0.05,0.02,0.01,0.45,0.01,0.42,0.34,0.24,304125,31282,12953,5851,292485,5001,6896,5477,3861,0.33,0.43,1.41,0.81,0.24,2.43,0.38,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar T,Rhone delta,4.87,43.32,14,16.9,13.8,0.66,0.04,0.02,0.01,0.27,0.01,0.46,0.27,0.27,1948226,107619,56582,22480,802692,19912,32301,19037,18610,0.89,0.48,1.49,0.8,0.24,2.31,0.41,NIOZ,2,1,This study,"Kim et al., 2010"
Riomar R2,Rhone delta,4.88,43.24,98,17.1,13.8,0.39,0.05,0.02,0.01,0.53,0.01,0.42,0.34,0.24,3329753,384589,155500,71342,4427171,62605,110587,90806,62284,0.16,0.43,1.41,0.82,0.19,3.03,0.37,NIOZ,2,1,This study,"Kim et al., 2010"
KNR BC 3,Amazon shelf,-48.61,4.46,1711,27.5,23.4,0.27,0.07,0.07,0.01,0.55,0.03,0.5,0.24,0.26,29243725,7406376,7984898,1228267,59838292,3770963,197097,95588,101941,0.06,0.64,1.52,0.76,0.62,0.36,0.63,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 14,Amazon shelf,-48.35,4.04,1088,27.5,23.4,0.27,0.07,0.07,0.01,0.55,0.03,0.48,0.28,0.24,21217689,5562219,5925880,845704,43706099,2736901,78772,46744,40099,0.07,0.63,1.46,0.77,0.62,0.21,0.63,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC17,Amazon shelf,-48.54,3.96,738,27.4,21.3,0.26,0.07,0.08,0.01,0.54,0.03,0.45,0.28,0.27,33592808,9335703,10232306,1460012,68703371,4435189,101654,63028,59549,0.05,0.63,1.49,0.81,0.62,0.18,0.63,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 24,Amazon shelf,-48.61,3.95,64,27.4,21.3,0.28,0.08,0.08,0.01,0.52,0.03,0.43,0.3,0.27,51480605,14034524,14585209,2293581,98034221,6435873,238989,164019,148217,0.07,0.62,1.47,0.84,0.61,0.29,0.62,NIOZ,5,1,This study,"Zell et al., 2014"
KNR MC 28,Amazon shelf,-49.06,3.68,107,27.3,,0.29,0.07,0.07,0.01,0.52,0.03,0.61,0.2,0.19,23340593,5831724,5901236,699431,41972688,2397461,216276,70170,65316,0.05,0.61,1.48,0.57,0.58,0.44,0.6,NIOZ,5,1,This study,"Zell et al., 2014"
KNR MC 39,Amazon shelf,-49.86,3.19,32,27.5,,0.15,0.04,0.06,0.03,0.69,0.03,0.14,0.12,0.74,8828359,2633377,3392648,1997405,40847763,1514208,40718,35866,216518,0.52,0.72,1.86,1.6,0.7,0.49,0.72,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 44,Amazon shelf,-48.17,3.78,1014,27.4,21.3,0.26,0.07,0.08,0.01,0.54,0.03,0.44,0.29,0.28,17164372,4584839,5047014,656653,35331209,2204918,128588,84258,82441,0.05,0.63,1.49,0.84,0.61,0.45,0.63,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 50,Amazon shelf,-47.64,3.07,1028,27.3,23.1,0.27,0.07,0.08,0.01,0.54,0.04,0.5,0.23,0.27,55175333,14978375,16662380,2178644,111225225,7399921,526719,242737,285796,0.05,0.64,1.54,0.77,0.61,0.51,0.63,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 55,Amazon shelf,-47.64,3.07,2079,27.4,23.1,0.27,0.07,0.07,0.01,0.55,0.03,0.44,0.29,0.27,21915966,5468604,5749481,841542,44184415,2629216,208042,135403,126216,0.09,0.63,1.48,0.83,0.59,0.58,0.62,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 61,Amazon shelf,-47.74,2.85,609,27.3,,0.28,0.06,0.06,0.01,0.55,0.03,0.42,0.32,0.27,6582049,1504905,1497232,319441,12762148,700629,67609,51081,43040,0.35,0.63,1.46,0.85,0.59,0.69,0.62,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 66,Amazon shelf,-47.85,2.57,110,27.3,,0.12,0.06,0.06,0.05,0.68,0.03,0.12,0.16,0.72,718911,400233,388239,284509,4280393,177682,3917,4949,22691,0.02,0.68,1.82,1.59,0.66,0.5,0.68,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 69,Amazon shelf,-48.05,2.09,65,27.8,,0.08,0.05,0.05,0.05,0.75,0.02,0.14,0.2,0.66,875320,555875,504508,548141,8305944,217756,3822,5464,17712,0.06,0.7,1.76,1.51,0.68,0.24,0.69,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 71,Amazon shelf,-46.25,3.39,3375,27.4,23.2,0.26,0.07,0.07,0.01,0.56,0.04,0.53,0.2,0.27,5746355,1534805,1576743,197093,12461230,789862,103435,39276,53205,0.08,0.63,1.58,0.74,0.57,0.87,0.61,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 80,Amazon shelf,-44.35,0.66,2372,27.4,22.4,0.35,0.06,0.05,0.01,0.5,0.03,0.6,0.26,0.14,2146734,376829,334462,51984,3108522,157336,34563,14717,8091,0.79,0.59,1.35,0.54,0.52,0.92,0.57,NIOZ,5,1,This study,"Zell et al., 2014"
KNR BC 90,Amazon shelf,-42.74,-1.03,3113,27.2,22.7,0.29,0.07,0.07,0.01,0.53,0.03,0.6,0.2,0.2,27683179,7018565,7104698,845677,51258902,2959467,294441,96871,99748,0.06,0.61,1.51,0.6,0.58,0.5,0.6,NIOZ,5,1,This study,"Zell et al., 2014"
Y9 SSB,Siberian coast,80.27,73.15,,0.7,-0.1,0.49,0.02,0,0,0.48,0,0.91,0.07,0.02,5584680,199416,56329,38380,5480736,27210,681708,54845,13537,0.77,0.38,1.2,0.11,-0.52,6.18,0.12,NIOZ,5,1,This study,
Y10 SS,Siberian coast,79.98,73.08,15,1.1,-0.2,0.41,0.01,0,0,0.57,0,0.91,0.07,0.02,3527121,118533,32848,27167,4937450,22828,494078,39092,9253,0.78,0.41,1.19,0.11,-0.55,5.89,0.12,NIOZ,5,1,This study,
Y11 SS,Siberian coast,80.14,72.65,17,0.7,-0.1,0.51,0.02,0.01,0,0.45,0,0.88,0.09,0.02,6509273,258008,73655,44649,5759416,32334,727982,75083,20058,0.83,0.37,1.21,0.14,-0.47,6.1,0.13,NIOZ,5,1,This study,
Y12 SS,Siberian coast,75.81,71.78,10.5,2.4,0,0.5,0.02,0.01,0,0.46,0,0.88,0.09,0.03,26599734,1233295,348209,173305,24404997,122801,2631879,278421,83857,0.76,0.34,1.23,0.15,-0.41,5.36,0.14,NIOZ,5,1,This study,
Y13 SS,Siberian coast,75.98,71.78,6.5,2.4,0,0.48,0.03,0.01,0,0.48,0,0.84,0.12,0.04,9799239,507846,139290,69242,9665387,50608,973564,142226,42817,0.79,0.34,1.23,0.2,-0.37,5.42,0.15,NIOZ,5,1,This study,
Y14 SS,Siberian coast,77.38,71.18,2,1.2,0,0.71,0.05,0.02,0.01,0.21,0,0.74,0.17,0.09,1912753,129917,61958,24765,557589,9478,56183,12987,6596,0.99,0.43,1.34,0.35,0.13,2.73,0.34,NIOZ,5,1,This study,
Y15  SS,Siberian coast,77.46,71.19,4,1.2,0,0.67,0.05,0.02,0.01,0.25,0,0.66,0.2,0.14,312661,24671,10828,4150,116596,0,15799,4803,3352,0.99,0.38,1.41,0.48,-0.01,4.86,0.27,NIOZ,5,1,This study,
Y16 SS ,Siberian coast,77.57,71.22,7.1,1.2,0,0.57,0.05,0.02,0.01,0.34,0,0.7,0.2,0.1,1507895,137088,65805,28104,908678,11093,68963,19477,9711,0.98,0.43,1.33,0.4,0.11,3.56,0.34,NIOZ,5,1,This study,
Y17 SS,Siberian coast,77.69,71.24,4.5,1.2,0,0.65,0.05,0.02,0.01,0.27,0,0.71,0.2,0.09,2705811,198681,78070,31310,1138540,12553,88187,24801,11385,0.98,0.38,1.31,0.38,0.08,2.9,0.3,NIOZ,5,1,This study,
Y18 SS,Siberian coast,77.05,72.45,4.1,1.2,0,0.51,0.02,0,0,0.46,0,0.88,0.09,0.03,22430335,896212,213904,119323,20100168,94479,2089297,225135,60082,0.7,0.32,1.21,0.15,-0.45,5.14,0.13,NIOZ,5,1,This study,
Y19 SS,Siberian coast,77.52,72.62,5.8,1.2,0,0.53,0.03,0.01,0,0.42,0,0.81,0.15,0.04,1286233,71515,17070,7445,1022238,6706,107373,19462,5604,0.7,0.3,1.22,0.23,-0.32,5.21,0.15,NIOZ,5,1,This study,
Y21 SS,Siberian coast,79.3,72.56,13.5,1.1,-0.2,0.46,0.02,0,0,0.52,0,0.88,0.09,0.02,9084929,343461,94347,66347,10317274,49569,1475849,153080,39771,0.84,0.38,1.21,0.14,-0.57,7.72,0.1,NIOZ,5,1,This study,
Y23 SSB,Siberian coast,82.78,71.84,23.5,0.7,-0.1,0.63,0.05,0.02,0.01,0.29,0,0.75,0.15,0.1,931788,75422,33323,13108,425107,6299,45053,8971,5817,0.98,0.41,1.39,0.34,0.04,3.87,0.3,NIOZ,5,1,This study,
Y24 SS,Siberian coast,82.75,71.81,8.5,0.7,-0.1,0.71,0.06,0.03,0.01,0.19,0,0.68,0.16,0.16,966595,79293,35156,12012,263538,5607,31091,7516,7215,0.99,0.4,1.49,0.48,0.12,3.25,0.32,NIOZ,5,1,This study,
KS SS1,Kara Sea,78.09,77.22,126,0.6,-0.8,0.45,0.01,0,0,0.53,0,0.96,0.03,0.01,5412635,140737,31359,31270,6462170,26153,600159,21743,4056,0.38,0.39,1.16,0.05,-0.6,4.92,0.11,NIOZ,5,1,This study,
KS SS2,Kara Sea,68.91,75.84,320,1.7,-1.1,0.52,0.01,0,0,0.46,0,0.94,0.05,0.01,25229345,694316,166187,137348,22349327,84270,3713626,206718,40942,0.57,0.36,1.17,0.07,-0.66,7.53,0.08,NIOZ,5,1,This study,
KS SS4,Kara Sea,72.8,78.48,476,-0.6,-0.3,0.51,0.01,0,0,0.46,0,0.94,0.05,0.01,14291593,379484,88975,78398,12914482,47281,1572616,86775,15589,0.49,0.36,1.15,0.07,-0.6,5.68,0.1,NIOZ,5,1,This study,
KS SS5,Kara Sea,78.62,74.29,28,2.2,-0.1,0.49,0.01,0,0,0.49,0,0.94,0.05,0.01,18572220,488586,111469,96782,18691975,66921,2595457,141617,23670,0.39,0.36,1.14,0.07,-0.66,6.77,0.08,NIOZ,5,1,This study,
KS SS6,Kara Sea,83.2,75.68,52,1.9,-0.1,0.49,0.01,0,0,0.49,0,0.94,0.05,0.01,8204382,244378,49724,48327,8117895,31870,865573,49839,8222,0.43,0.35,1.14,0.07,-0.57,5.24,0.1,NIOZ,5,1,This study,
KS SS7,Kara Sea,84.86,76.09,51,-0.2,-0.4,0.52,0.02,0,0,0.46,0,0.94,0.05,0.01,21950878,633813,126669,121262,19175833,71727,3429343,181019,29202,0.36,0.34,1.14,0.07,-0.68,7.96,0.07,NIOZ,5,1,This study,
KS SS8,Kara Sea,73.3,73.56,25,1.7,0,0.54,0.02,0,0,0.43,0,0.95,0.04,0.01,13256413,406239,76785,71445,10550892,39467,1812164,77981,11880,0.4,0.32,1.13,0.05,-0.65,7.23,0.08,NIOZ,5,1,This study,
KS SS9,Kara Sea,75.09,73.84,22,1.6,0,0.51,0.01,0,0,0.47,0,0.97,0.03,0,66400584,1597915,343318,285919,60375633,194089,10055279,299930,45536,0.06,0.34,1.13,0.04,-0.72,7.45,0.07,NIOZ,5,1,This study,
PS75/105-1,South Pacific,174.63,-44.41,669,11.4,9.5,0.51,0.05,0.02,0.01,0.4,0.01,0.69,0.22,0.09,0.51,0.05,0.02,0.01,0.4,0.01,,,,,0.45,1.3,0.41,0,5.63,0.31,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/104-2,South Pacific,174.53,-44.77,835,11.4,9.5,0.51,0.06,0.03,0.01,0.39,0.01,0.72,0.21,0.07,0.51,0.06,0.03,0.01,0.39,0.01,,,,,0.44,1.25,0.36,0.02,5.56,0.31,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/101-2,South Pacific,175.88,-45.81,1773,11,8.7,0.5,0.07,0.03,0,0.38,0.01,0.73,0.19,0.08,0.5,0.07,0.03,0,0.38,0.01,,,,,0.42,1.29,0.36,0.1,4.33,0.33,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/099-1 ,South Pacific,177.27,-48.26,1270,9.1,7.9,0.51,0.06,0.03,0,0.37,0.01,0.76,0.15,0.08,0.51,0.06,0.03,0,0.37,0.01,,,,,0.46,1.35,0.32,0.06,5.33,0.33,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/051-2,South Pacific,-107.81,-52.81,3977,6.8,6.6,0.47,0.06,0.03,0,0.41,0.02,0.81,0.13,0.07,0.47,0.06,0.03,0,0.41,0.02,,,,,0.45,1.35,0.26,0.08,4.7,0.34,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/098-6,South Pacific,-179.01,-52.97,5187,8.1,7.3,0.51,0.07,0.03,0,0.37,0.02,0.8,0.13,0.07,0.51,0.07,0.03,0,0.37,0.02,,,,,0.44,1.34,0.27,0.07,4.99,0.33,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/034-1,South Pacific,-80.09,-54.37,4450,6.7,5.9,0.49,0.07,0.04,0,0.4,0.01,0.8,0.14,0.06,0.49,0.07,0.04,0,0.4,0.01,,,,,0.39,1.32,0.26,0.04,4.58,0.29,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/076-1 ,South Pacific,-156.14,-55.53,3745,4.4,3.7,0.5,0.07,0.03,0,0.38,0.01,0.81,0.14,0.05,0.5,0.07,0.03,0,0.38,0.01,,,,,0.4,1.26,0.24,-0.03,6.16,0.28,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/074-1,South Pacific,-152.66,-56.25,3318,2.2,1.6,0.53,0.07,0.03,0,0.35,0.02,0.78,0.16,0.06,0.53,0.07,0.03,0,0.35,0.02,,,,,0.41,1.26,0.28,-0.03,6.53,0.28,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/095-6,South Pacific,-174.43,-57.02,4857,5,4.8,0.52,0.07,0.03,0,0.37,0.01,0.81,0.14,0.05,0.52,0.07,0.03,0,0.37,0.01,,,,,0.4,1.28,0.25,-0.01,5.59,0.28,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/095-6,South Pacific,-151.22,-57.56,3096,0.8,0.4,0.56,0.07,0.03,0,0.33,0.01,0.82,0.14,0.05,0.56,0.07,0.03,0,0.33,0.01,,,,,0.37,1.25,0.23,-0.07,5.85,0.25,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/080-2,South Pacific,-157.64,-58.18,3870,1.5,1.2,0.54,0.06,0.03,0,0.35,0.01,0.82,0.13,0.05,0.54,0.06,0.03,0,0.35,0.01,,,,,0.37,1.28,0.24,-0.04,5.14,0.26,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/062-1,South Pacific,-135.63,-58.28,4147,2.5,1.5,0.55,0.07,0.03,0,0.34,0.01,0.7,0.24,0.06,0.55,0.07,0.03,0,0.34,0.01,,,,,0.36,1.21,0.37,-0.13,9.04,0.23,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/070-1,South Pacific,-150.07,-58.58,2839,0.4,0.1,0.55,0.06,0.02,0,0.35,0.01,0.78,0.16,0.06,0.55,0.06,0.02,0,0.35,0.01,,,,,0.36,1.27,0.28,-0.09,5.86,0.24,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
PS75/063-2,South Pacific,-135.62,-58.9,3790,2.5,1.5,0.55,0.06,0.02,0,0.35,0.01,0.82,0.13,0.05,0.55,0.06,0.02,0,0.35,0.01,,,,,0.41,1.28,0.23,-0.03,5.24,0.28,AWI,7,5,"Fietz et al., 2016","Ho et al., 2014"
